CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStation,District,CaseCategory,Gravity,CrimeMajorHead,CrimeMinorHead,CaseStatus,Court,IncidentFromDate,latitude,longitude,BriefFacts,FinalReportType
127,100040017202200003,2022-12-26,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Mangaluru City District & Sessions Court,2022-12-24 01:00:00,12.864077,74.852311,Splendor motorcycle KA-05-FA-2818 stolen from parking area near City Railway Station between 1200 and 1600 hours.,C
128,100010012202200003,2022-09-16,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Bengaluru City District & Sessions Court,2022-09-14 21:00:00,13.090995,77.61781,Altercation between complainant and accused over land dispute near MG Road; accused assaulted complainant with hands and club causing simple injuries.,C
129,100030016202100002,2021-01-08,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Charge Sheeted,Mysuru District & Sessions Court,2021-01-06 17:00:00,12.310251,76.656965,Online fraud: complainant lost Rs. 80000 in fake KYC update scheme advertised on social media.,A
130,100020014202100003,2021-06-15,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru Rural District & Sessions Court,2021-06-15 11:00:00,13.252649,77.743039,Complainant reported the incident of ordinary theft which occurred near KR Market. Investigation taken up.,A
131,100010012202400001,2024-06-02,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed - False Case,Bengaluru City District & Sessions Court,2024-06-01 21:00:00,13.084252,77.573791,Complainant reported the incident of grievous hurt which occurred near Shivajinagar. Investigation taken up.,B
132,100020014202500003,2025-07-14,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,Bengaluru Rural District & Sessions Court,2025-07-14 06:00:00,13.255065,77.730997,Complainant reported the incident of grievous hurt which occurred near Hubballi Old Bus Stand. Investigation taken up.,A
134,100010009202200001,2022-12-20,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,House Burglary,Charge Sheeted,Bengaluru City District & Sessions Court,2022-12-19 11:00:00,12.948035,77.606687,House breaking at Jayanagar 4th Block; accused gained entry through rear window and stole valuables worth approx Rs. 350000.,A
135,100010009202100002,2021-02-01,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2021-01-30 11:00:00,12.935535,77.567585,Complainant parked his Activa scooter bearing registration KA-05-BB-1229 near Yelahanka New Town. On return the vehicle was found stolen.,C
137,100010010202500004,2025-11-04,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2025-11-04 02:00:00,12.94825,77.645712,Complainant reported the incident of ordinary theft which occurred near Jayanagar 4th Block. Investigation taken up.,A
138,100050018202100001,2021-08-06,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Belagavi District & Sessions Court,2021-08-06 21:00:00,15.839038,74.504361,Complainant reported the incident of ordinary theft which occurred near Koramangala 5th Block. Investigation taken up.,C
139,100080021202100001,2021-10-22,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Shivamogga District & Sessions Court,2021-10-21 19:00:00,13.924029,75.567813,Complainant reported the incident of ordinary theft which occurred near KR Market. Investigation taken up.,A
141,100030015202200002,2022-06-21,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Mysuru District & Sessions Court,2022-06-20 12:00:00,12.314035,76.645111,Complainant reported the incident of cheating which occurred near Mysuru Devaraja Market. Investigation taken up.,A
142,100020013202300002,2023-11-22,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru Rural District & Sessions Court,2023-11-21 14:00:00,13.083047,77.376848,Altercation between complainant and accused over land dispute near Koramangala 5th Block; accused assaulted complainant with hands and iron rod causing simple injuries.,A
143,100050018202300001,2023-06-24,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Economic Offences,Cheating,Convicted,Belagavi District & Sessions Court,2023-06-24 05:00:00,15.873241,74.482457,Complainant reported the incident of cheating which occurred near MG Road. Investigation taken up.,A
144,100070020202600002,2026-02-08,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Hubballi-Dharwad District & Sessions Court,2026-02-08 09:00:00,15.353937,75.147585,Complainant reported the incident of ordinary theft which occurred near Shivajinagar. Investigation taken up.,A
145,100010006202600003,2026-08-05,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Bengaluru City District & Sessions Court,2026-08-05 07:00:00,12.966631,77.548718,Complainant reported the incident of cheating which occurred near Banashankari Temple. Investigation taken up.,A
148,100030016202300003,2023-09-06,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Mysuru District & Sessions Court,2023-09-04 14:00:00,12.314009,76.670857,Complainant parked his Activa scooter bearing registration KA-41-HG-2900 near Koramangala 5th Block. On return the vehicle was found stolen.,C
149,100020014202200002,2022-03-27,Devanahalli PS,Bengaluru Rural,FIR,Heinous,Crimes Against Women,Molestation,Closed - False Case,Bengaluru Rural District & Sessions Court,2022-03-25 18:00:00,13.248216,77.742693,Complainant reported the incident of molestation which occurred near Yelahanka New Town. Investigation taken up.,B
152,100010009202100004,2021-12-09,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Charge Sheeted,Bengaluru City District & Sessions Court,2021-12-07 15:00:00,12.925121,77.557492,Complainant reported the incident of rioting which occurred near Majestic Bus Stand. Investigation taken up.,A
153,100070020202100001,2021-02-05,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Acquitted,Hubballi-Dharwad District & Sessions Court,2021-02-05 09:00:00,15.384148,75.128607,Altercation between complainant and accused over land dispute near Majestic Bus Stand; accused assaulted complainant with hands and stone causing simple injuries.,A
154,100030015202500003,2025-12-05,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Mysuru District & Sessions Court,2025-12-03 11:00:00,12.323204,76.664557,Complainant reported the incident of ordinary theft which occurred near Mysuru Devaraja Market. Investigation taken up.,C
155,100010009202300002,2023-07-08,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - False Case,Bengaluru City District & Sessions Court,2023-07-08 17:00:00,12.957484,77.599199,Altercation between complainant and accused over money matter near Shivajinagar; accused assaulted complainant with hands and iron rod causing simple injuries.,B
156,100010010202200003,2022-09-08,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Bengaluru City District & Sessions Court,2022-09-06 21:00:00,12.956717,77.648924,Swift car KA-03-GC-8111 stolen from parking area near Mysuru Devaraja Market between 2200 and 0800 hours.,A
157,100070020202600003,2026-07-07,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Closed - Undetected,Hubballi-Dharwad District & Sessions Court,2026-07-05 10:00:00,15.385293,75.101529,Two persons on a blue Splendor approached the complainant walking near Yelahanka New Town and the pillion rider snatched the gold chain weighing approx 40 grams from her neck and sped away towards Market side.,C
158,100010009202600005,2026-07-08,Jayanagar PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Charge Sheeted,Bengaluru City District & Sessions Court,2026-07-08 04:00:00,12.948251,77.576301,Complainant reported the incident of robbery which occurred near Yelahanka New Town. Investigation taken up.,A
159,100040017202400002,2024-01-18,Mangaluru North PS,Mangaluru City,FIR,Heinous,Crimes Against Women,Molestation,Acquitted,Mangaluru City District & Sessions Court,2024-01-17 01:00:00,12.849237,74.834951,Complainant reported the incident of molestation which occurred near Mysuru Devaraja Market. Investigation taken up.,A
161,100010006202100004,2021-06-14,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Bengaluru City District & Sessions Court,2021-06-14 17:00:00,12.963574,77.55047,Two persons on a black Pulsar motorcycle approached the complainant walking near Hebbal Flyover and the pillion rider snatched the gold chain weighing approx 25 grams from her neck and sped away towards Majestic.,A
163,100010012202300002,2023-11-12,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - False Case,Bengaluru City District & Sessions Court,2023-11-10 02:00:00,13.076132,77.609229,Swift car KA-41-FE-8417 stolen from parking area near Banashankari Temple between 1430 and 1200 hours.,B
164,100010008202500003,2025-02-21,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Bengaluru City District & Sessions Court,2025-02-20 19:00:00,12.985611,77.584954,Complainant reported the incident of cheating which occurred near Hubballi Old Bus Stand. Investigation taken up.,A
168,100040017202500004,2025-07-21,Mangaluru North PS,Mangaluru City,FIR,Heinous,Crimes Against Property,Robbery,Charge Sheeted,Mangaluru City District & Sessions Court,2025-07-20 11:00:00,12.868653,74.847585,Complainant reported the incident of robbery which occurred near Koramangala 5th Block. Investigation taken up.,A
170,100030016202200002,2022-09-12,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Mysuru District & Sessions Court,2022-09-10 09:00:00,12.325221,76.65272,Bolero KA-02-BH-2062 stolen from parking area near KR Market between 1400 and 2200 hours.,C
171,100020013202600001,2026-10-07,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Convicted,Bengaluru Rural District & Sessions Court,2026-10-06 18:00:00,13.094073,77.380113,Complainant reported the incident of ordinary theft which occurred near MG Road. Investigation taken up.,A
172,100010008202300003,2023-02-17,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Acquitted,Bengaluru City District & Sessions Court,2023-02-17 10:00:00,12.95313,77.567942,Swift car KA-01-EE-6679 stolen from parking area near Jayanagar 4th Block between 1400 and 1000 hours.,A
173,100070020202400001,2024-12-15,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Hubballi-Dharwad District & Sessions Court,2024-12-14 23:00:00,15.345184,75.144203,Swift car KA-05-AA-3279 stolen from parking area near Electronic City Phase 1 between 1930 and 1500 hours.,A
175,100040017202100002,2021-05-15,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Mangaluru City District & Sessions Court,2021-05-15 13:00:00,12.87641,74.858756,Complainant reported the incident of ordinary theft which occurred near Hebbal Flyover. Investigation taken up.,C
177,100010009202500004,2025-11-22,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2025-11-21 06:00:00,12.906606,77.557025,Complainant reported the incident of ordinary theft which occurred near Hubballi Old Bus Stand. Investigation taken up.,A
178,100010006202400005,2024-11-06,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,House Burglary,Charge Sheeted,Bengaluru City District & Sessions Court,2024-11-06 21:00:00,12.97071,77.569072,House breaking at Majestic Bus Stand; accused gained entry through rear window and stole valuables worth approx Rs. 350000.,A
179,100020013202300003,2023-04-25,Nelamangala PS,Bengaluru Rural,FIR,Heinous,Crimes Against Women,Molestation,Closed - Undetected,Bengaluru Rural District & Sessions Court,2023-04-25 12:00:00,13.092917,77.379606,Complainant reported the incident of molestation which occurred near Koramangala 5th Block. Investigation taken up.,C
183,100010011202600003,2026-05-06,Whitefield PS,Bengaluru City,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,Bengaluru City District & Sessions Court,2026-05-06 14:00:00,12.969069,77.750141,Complainant reported the incident of molestation which occurred near Yelahanka New Town. Investigation taken up.,A
184,100020014202500005,2025-09-25,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Public Order,Unlawful Assembly,Acquitted,Bengaluru Rural District & Sessions Court,2025-09-23 10:00:00,13.249342,77.708365,Complainant reported the incident of unlawful assembly which occurred near Malleshwaram 8th Cross. Investigation taken up.,A
185,100010008202600007,2026-08-24,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,House Burglary,Charge Sheeted,Bengaluru City District & Sessions Court,2026-08-24 22:00:00,12.988964,77.581757,Unknown persons broke open the door lock of the complainant's house at Jayanagar 4th Block during night hours and committed theft of gold ornaments and cash worth Rs. 50000.,A
186,100050018202500003,2025-10-11,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Acquitted,Belagavi District & Sessions Court,2025-10-10 07:00:00,15.85802,74.51311,Complainant reported the incident of grievous hurt which occurred near Hebbal Flyover. Investigation taken up.,A
187,100010010202600002,2026-08-10,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Bengaluru City District & Sessions Court,2026-08-08 03:00:00,12.940545,77.61417,Altercation between complainant and accused over old rivalry near KR Market; accused assaulted complainant with hands and knife causing simple injuries.,C
188,100010010202600003,2026-05-06,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Bengaluru City District & Sessions Court,2026-05-04 06:00:00,12.956671,77.608812,Two persons on a red Activa scooter approached the complainant walking near Banashankari Temple and the pillion rider snatched the gold chain weighing approx 40 grams from her neck and sped away towards Majestic.,A
